Title,Artist,Year,Popularity,Duration (s),Tempo (bpm)
Attiatte,Prins Thomas,2010,nan,374.90893,175.967
Ain'T Gonna Rain Anymore,Nick Cave & The Bad Seeds,1994,0.63853073,226.08934,90.049
Another Man's Crime,Dan Colehour,2004,0,256.15628,116.984
Afterworld,sea of sin,2000,0.299877488,229.22404,109.976
Avec des si,Yannick,2000,0.222640258,228.10077,99.981
A Seperate Reality (LP Version),The Ocean Blue,1991,0,246.72608,85.138
Agent Orange (LP Version),Tori Amos,1996,0.280200098,85.4722,78.686
Ascent To Decadence,Sahg,2008,0.691082038,251.61098,114.51
Another Star,Najee,1995,0.561428518,288.28689,156.274
A Hard Row To Hoe,A Hawk And A Hacksaw,2003,0.463489662,144.27383,146.321
Alive And Kicking (2002 Digital Remaster),Simple Minds,1985,0.446313886,326.16444,103.143
Arrival Of Bass,Dynamix II,1990,0.340922756,323.5522,130.772
A Funny Thing,Penguin Prison,2009,0.747033042,274.88608,126.939
Atlantide,Franco Battiato,1993,0.552007132,190.64118,95.026
Astrophel,MAB,2007,0.299877488,270.78485,92.034
At The Speakeasy,Speedometer,2006,nan,196.44036,95.764
Academy Award,Jo Jo Gunne,1972,0,300.95628,88.976
A Return To Love,Tim Vanhamel,2008,0.345802234,309.57669,120.09
Another World,Antony & The Johnsons,2008,nan,239.80363,90.63
Appreciate (Album Version),Boney James (Featuring Debi Nova),2004,0.345802234,212.58404,169.988
A Stone's Throw From The Soul,Mary Black,1996,0,196.07465,124.986
All His Suits Are Torn,NOFX,1997,0.628788864,138.52689,188.818
A Guide to the World's Most Fantastic Monster,Hallelujah the Hills,2009,0.401486711,125.33506,98.149
Ab Ke Baras,Midival Punditz,2002,0.375984302,331.98975,110.046
Amor Misterioso,Duo Dinamico,1990,nan,149.73342,111.508
A Foggy Day,Ella Fitzgerald / Joe Pass,1974,0.38293509,364.32934,90.679
Ain't Misbehavin',Peter Cincotti,2003,0.636030757,223.37261,42.745
After Your Love Is Gone,Modern Talking,2000,0.538306731,221.59628,129.942
Amor De San Juan,Niña Pastori,2002,0.550403718,250.77506,176.976
A Room With a View,Lowe,2008,0.532378405,233.9522,124.517
At The End Of The Day,Yonder Mountain String Band,1999,nan,218.30485,161.859
A House With Love At Christmas,Nat King Cole,2002,nan,153.0771,94.081
Ave Gengis Khan,Os Mutantes,1968,nan,231.26159,181.568
All I've Got,F.R. David,2000,0.38293509,182.04689,95.083
And That Right Soon,Thomas Newman,1994,0.583404558,68.46649,132.082
African Night,Duran Y Garcia,2001,0.468946684,302.39302,0
Ante Tus Ojos,Federico Aubele,2004,0.6605416,260.04853,98.02
Airport,Wet Willie,1972,0.585979766,212.87138,87.157
Analougus,Truckfighters,2004,0.490904201,350.22322,138.501
Alkemisti,Pariisin Kevät,2008,0.718544398,317.41342,124.025
A Family Tie (LP Version),Maura O'connell,1990,nan,196.25751,158.479
Al Di Là Di Questi Anni,Marina Rei,1996,0.467414301,309.60281,151.96
A Fine Romance,Billie Holiday,1987,nan,161.51465,146.705
Assimétrica,Ivete Sangalo,2001,0,343.35302,152.284
About You Now,Sugababes,2007,nan,290.11546,124.992
Astounded (Eric Kupper Radio Mix),Bran Van 3000,2001,0.212045405,230.1122,129.954
Angelique,Kenny Loggins,1980,nan,353.95873,110.409
Africa Ethiopia,Alpha & Omega,2001,0.501015499,224.78322,131.317
AMF ('90 Version),Psychopomps,1996,0,187.76771,127.458
Always With Me,Danny Bryant's RedEyeBand,2006,nan,404.21832,71.867
Ancient God (Dead But Never Gone),Garden Of Delight,1991,0.407901717,398.65424,119.153
Anja: Sehnsucht,Port-Royal,2007,nan,530.18077,130.362
Altar Of The King,Riot,1981,0.591754161,284.44689,72.236
Anyway You Look At It,The Emotions,1977,nan,231.3922,89.087
A Pagan Storm,Wolfchant,2007,nan,295.94077,191.075
An Electronic Prayer,Heaven 17,1996,0.304169503,281.46893,112.027
As You Cry (Album Version),The Hush Sound,2008,0.777681333,204.95628,152.103
Angela Lansbury Keeps Guys Like You Off The Street (Album Version),Greeley Estates,2005,0.237449898,189.12608,170.156
A Pistol To My Temple,Scary Kids Scaring Kids,2007,0.648745567,237.00853,102.484
Armored Virus,Insect Warfare,2007,0.654186343,80.48281,131.415
Antartic,Emilie Simon,2005,nan,153.36444,144.053
Aeon,Antony & The Johnsons,2009,0.690702003,277.57669,68.676
All The Earth (On The Road To Beautiful Album Version),Charlie Hall,2003,0.319565987,292.04853,92.665
Alafia,Poncho Sanchez,2002,0.251730964,456.98567,67.497
As Time Goes By,Pierre Vangelis,1998,nan,162.82077,146.457
Average American Corpse,Kinesis,2003,0.299877488,210.49424,152.999
America,Traffic Sound,1997,0.266955186,182.33424,163.945
A Love That Will Never Grow Old,Emmylou Harris,2005,0.64643795,200.9073,81.422
Adonai,Jai Uttal,2009,0.366205962,516.04853,124.003
Amainara,Rosana,1998,0.405115722,219.34975,119.028
All About Windmills,Peatbog Faeries,2005,nan,299.33669,183.137
Azure,Slam,2007,nan,620.30322,131.987
Angie's Heart,Modern Talking,1986,nan,211.30404,125.679
A Salty Dog,Procol Harum,1969,0,331.98975,65.209
Angels We Have Heard On High,The Wiggles,2002,0,132.33587,125.133
Alone,Fun Boy Three,1982,nan,180.45342,116.403
Animalistic,China Crisis,1992,0.215080319,277.41995,124.704
Archy the Robot,Amon Düül II,1974,0.394394856,210.99057,123.73
A Man Need A Past,Alan Singley,2005,nan,128.33914,94.055
Are You Sure,The Staple Singers,1967,nan,241.71057,127.726
All In a Golden Afternoon (instrumental),Alphaville,1999,0.266955186,215.17016,120.475
All Is One (Minute of Black House Mix),Atman,2007,nan,423.81016,130.005
About It,David Devant and His Spirit Wife,2004,nan,220.76036,124.958
Are You Ready,Love Joys,2002,nan,230.68689,134.846
Are You Man Enough,Sheena Easton,1982,0.507669472,204.5122,128.912
A Little Kiss,Fredrika Stahl,2006,0.485761153,270.34077,168.791
Angel,Adam Ant,1995,0.340922756,279.45751,122.92
Around My Way,Talib Kweli,2004,0.595478748,287.89506,82.047
Atum Yin,Monstrare,2003,0,454.32118,90.591
All the Things You Are,Carmen McRae,1993,nan,242.85995,153.321
A Crow Left Of The Murder,Incubus,2004,nan,234.52689,178.609
A Lover & His Lass,Patrick Doyle,2007,0,171.25832,100.617
Also hat Gott die Welt geliebt,James Last,1999,nan,327.67955,56.107
Amatoria,Federico Aubele,2009,nan,214.90893,161.637
Amore Contro,Eros Ramazzotti,1990,nan,265.42975,127.818
Ausser Dir (Live 05),Wir Sind Helden,2006,nan,234.37016,83.005
Amazing Grace (My Chains Are Gone),Chris Tomlin,2006,nan,267.12771,63.743
Antithese,Olli Banjo,2003,nan,183.43138,126.948
As Long As I Know He's Mine,The Marvelettes,1982,0.299877488,152.29342,137.036
Anna Olsen,Kari Bremnes,1999,0.212045405,173.50485,114.493
A Tempestade,Legião Urbana,1997,0.524079323,253.6224,127.838
Another Mule (Is Kicking In My Stall),Pig Irön,2005,nan,332.01587,136.073
A Tale From Down Below,Iron Savior,2007,0.502414055,318.37995,95.038
At The Edge,Electro Hippies,1987,0.397265355,62.14485,134.726
Anjo,Kelly Key,2005,nan,171.17995,131.981
Avenue Of Hope (Album Version),I Am Kloot,2005,0.740698236,281.96526,97.033
Al Ladron!,Lujuria,2005,0.413626493,225.88036,140.269
All Tomorrow's Parties (1999 Digital Remaster),Bryan Ferry,1993,nan,331.12771,107.781
Almighty Love (feat. Joe Elliott),Emm Gryner,2010,0.615871426,238.44526,131.098
As Long As She's Needed,Trembling Blue Stars,2000,0.340922756,172.32934,121.026
As Flores Do Mal,Legião Urbana,1997,0.549449112,271.17669,120.088
Amor Forastero,Isabel Pantoja,2004,nan,255.76444,91.805
Alex Drifting Alone,Songs Of Green Pheasant,2007,0.443291312,473.12934,87.239
Auntie's Harp,Flying Lotus,2008,0.764191374,55.562,72.833
Alone,Petula Clark,1987,nan,160.13016,75.574
As One,Blake Baxter,1997,0,287.08526,103.938
A Lovers Holiday (Alternate Version),Change,1980,0.717442516,390.05995,116.321
As You Turn to Go,The 6ths,2003,0.546635489,116.11383,102.683
Anything You Want,Phil Fearon & Galaxy,2001,0,232.48934,126.553
Angel,Jimi Hendrix,1971,0.721939333,263.18322,133.938
All Aboard,Naked on the Vague,2007,0.484907258,170.37016,120.929
Accidents Happen,Fermented Reptile,1999,nan,212.4273,159.452
All At Once,Liechtenstein,2009,0.551921515,152.76363,132.837
A Love I Think Will Last,Holly Williams / Chris Janson,2009,0.511424326,170.44853,109.167
ATL Sunshine,Anthony David,2006,0.64068403,303.51628,95.576
Adults Only,Slick Rick,1999,0.562282077,256.49587,91.143
A Dream For Me,Dragonwyck,2008,nan,210.54649,111.811
Alabama song,Long Tall Texans,1995,0.449940204,251.61098,105.028
All She Wants Is (Euro Dub Mix),Duran Duran,2004,0.379523324,453.77261,121.976
Alice in psycholand,Nekromantix,1991,0.645890112,177.26649,154.887
Across The Gates Of Hell,MYSTIC PROPHECY,2009,0.490808488,249.0771,110.076
And Me,Matthews Southern Comfort,1970,nan,278.77832,154.379
Abstract Reality,Nasty Savage,1987,0.424080746,282.85342,186.896
Ain't No Other Man,Christina Aguilera,2006,nan,228.62322,127.871
All Day,Lisa Loeb,1998,0.642176596,209.13587,106.762
Asthenia,Flop,1992,0.270775999,221.23057,185.785
All Apologies,Whistler,1999,nan,193.17506,118.471
All 4 Franckie,Nina Hagen / Adamski,1991,nan,281.65179,119.481
After Tonight,Justin Nozuka,2007,0.775135468,240.48281,65.61
'A Speranza E' Semp' Sola,Pino Daniele,1989,0.212045405,199.13098,105.942
All In Your Head,Isabel Guzman,2007,nan,203.49342,127.988
Armour of the Shroud,Bobb Trimble,1982,0.440793674,459.04934,99.669
Avoid Me Like The Plague,Once Nothing,2008,0.565298519,246.72608,105.468
Atomic Firelight,Pagans Mind,2007,0.523787363,348.26404,126.504
Another Time,Joyce Cooling,1996,0.547952942,297.84771,80.476
American Me,C.L. Smooth,2006,0.513189736,245.9424,176.464
A Proper Sort Of Gardener,Maggie Holland,1992,nan,232.04526,85.288
Austin Considine,Racebannon,2005,nan,108.87791,157.468
Amor Y Lujo,Monica Naranjo,2008,nan,343.58812,130.296
A Little Respect,Wheatus,1999,nan,207.882,142.454
American Won,Hymie's Basement,2003,nan,117.78567,99.787
A Tale of Two Cities,Modern Life Is War,2004,0.660560037,135.49669,168.815
A Qué Niegas El Delirio (Malagueña) (Live),Estrella Morente,2002,0.449940204,135.70567,79.133
About That Time,ILS,1998,0.320229326,386.19383,120.917
Anywhere From Here,Polly Paulusma,2004,0.493321068,326.66077,80.811
Amoco Cadiz,Speedy J,2000,0.44082644,503.84934,112.51
Anchor And Hope,Monty Are I,2006,0.62658598,181.36771,97.576
Annabel,Volebeats,1997,0.427446571,256.60036,115.12
A Bu Hayat,Nazan Öncel,1996,0.606315799,203.91138,102.716
Absolutism 2,Toe,2000,0.546843274,172.06812,100.899
Approchez,Benabar,2001,0.444401715,161.56689,108.712
All You Need Is Love,Harrie Jekkers,1994,0.304169503,217.88689,129.515
Ausencia,Omara Portuondo,1996,0.376169925,238.86322,118.465
Alamo Rag,Adolph Hofner,2005,nan,161.51465,127.601
A vita bassa,Baustelle,2005,0.524969055,247.58812,145.99
An 18 Track Record,Voice Of A Generation,2001,nan,87.90159,114.736
Arche Noah,Boris Brejcha,2007,0.383041053,413.77914,130.017
A Song In My Wallet,Sigmatropic,2007,0,351.34649,102.979
A Warning To The Curious,Bakers Dozen,2009,0,181.002,210.058
A Rite Of Passage (Album Version),Dream Theater,2009,nan,516.33587,101.906
All Because Of You,Cher,1989,0.485122364,209.08363,100.48
Aphrodisiaco,Bungalove,2007,0.410837274,259.68281,180.063
Ave Maria,Al Bano And Romina Power,1990,0,291.65669,141.342
Alongside You (Part 2),Molly Jenson,2006,nan,110.05342,49.891
Allow Them,The Mighty Mighty Bosstones,2000,0.531580241,210.33751,181.682
Anaesthesia,Maximilian Hecker,2005,0.540869248,195.57832,82.855
Away,The Grapes Of Wrath,1991,0.212045405,248.92036,147.933
Aberraciòn en tu voz,Amduscia,2006,0.558479422,298.68363,135.993
Apocalypso (Digitally Remastered 99),The Motels,1982,nan,209.34485,107.436
A Nuh Strength,Beenie Man,1992,nan,231.13098,112.641
Assault 2008,Waldhaus,2008,0.386477291,69.01506,152.311
Atlas,Restoring Poetry in Music,2004,0.332900276,249.7824,106.452
Alone in a Room with You,Looker,2008,0.265861049,93.57016,91.942
At Morning's Gate,Proto~Kaw,2006,0.215080319,191.50322,102.594
After You've Gone,Sophie Tucker,1998,nan,167.70567,114.363
Asi Es La Vida,Elvis Crespo,2007,0.42867202,269.19138,108.102
A Well Respected Man,The Kinks,1965,0.987217512,161.61914,161.696
Another Life,Master Blaster,2003,0.451934553,217.83465,135.028
Alone in a World Without You,Glasseater,2002,0.260709171,241.26649,89.994
Another Man's Blood,Robert Pollard,2008,0.247501368,223.52934,118.618
Ashes (Live),Pepper,2009,0.345802234,321.38404,94.606
Alache Alache,Cheb Mami,1994,0.334706549,175.15057,85.452
At Last is All (Album Version),I Love You But I've Chosen Darkness,2006,0.605925117,335.20281,137.058
April Rain (Album Version),Delain,2009,0.783907633,276.97587,145.106
All About You,The Berzerker,2006,0.52839117,159.52934,105.065
Attack,Ron Goodwin,1999,0.212045405,61.41342,121.016
Amor Branco E Preto,Rita Lee,1972,0.550549108,131.23873,167.38
All About You,Robbie Rivera,2004,0.338972682,275.82649,126.971
Aimez-Moi Ce Soir,Amédé Ardoin,1995,0.383818122,182.7522,177.213
Ain't It A Groove,Dave Hamilton,1999,0.215080319,171.57179,164.899
Apple Of My Eye,Dolores O'Riordan,2007,nan,282.43546,85.114
Andy,Slut,2001,0.617060403,246.83057,132.018
Aburrida de estar salida (summer power - bolmer),L-Kan,2004,nan,282.72281,0
Ana,Liz Story,1988,0.656935186,329.58649,146.311
A foghi spenti,Piccola Bottega Baltazar,2002,nan,263.07873,142.819
A Mozart Opera By Borge,Victor Borge,1996,nan,648.98567,74.01
Alien Kamikaze,Pagan's Mind,2007,nan,276.61016,166.702
Anyone Who Had A Heart,Dusty Springfield,1964,0.711888571,191.26812,158.847
Arkansas Jane,Millionaires,2002,0,127.18975,122.57
Alfie (1990 Digital Remaster),Cher,1974,nan,167.91465,50.979
a million times,Lisa Germano,2009,0.43483809,209.05751,198.415
All His Children,Charley Pride,1974,0.374054222,178.72934,81.442
Ancient Chinese Secret,Marshmallow Coast,1999,nan,157.23057,113.135
Åh Jag Jag Är Kär,Sista Skriket,2009,nan,173.45261,197.391
And So It Goes,Mochipet,2009,0.552800326,296.59383,120.006
Ancora un pò,Cesare Cremonini,2005,0.376169925,288.7571,129.975
Anne's Secret Marriage,Paul Cantelon,2008,nan,190.06649,90.918
Angelo,Dela Dap,2004,0.671261904,395.72853,124.965
A Smooth One,Junior Mance,2000,nan,208.16934,125.262
Antique Doll (Album Version),The Electric Prunes,2000,nan,194.89914,133.772
Al Pan_ Pan Y Al Vino_ Vino,Chayanne,2003,0,230.66077,145.008
Aukalagid,Lay Low,2008,0.299877488,156.26404,109.86
A Question Of Decision,Os Mundi,2004,0.377531645,460.43383,140.444
Another Huge Mistake,Perturbazione,1998,0.299877488,402.02404,89.997
Angels & Outlaws,Aaron Watson,2008,nan,163.42159,102.734
Advent Dub,Adonis,1986,0,462.31465,140.894
Antifreeze,Asylum Street Spankers,2002,0.327736683,192.36526,113.955
Alright,Pilot Speed,2006,0.772811386,307.19955,84.383
Apparition of Suns (a.k.a. The Ferryman's Long Arms),The Skygreen Leopards,2005,0.334583988,228.62322,78.177
Amory,Tom Brosseau,2007,0.266955186,236.09424,87.409
Alive,Gareth Gates,2002,0.407901717,201.87383,98.013
Atol,Gui Boratto,2006,nan,417.54077,124.997
Agressão/Repressão,Ratos de Porão,1984,nan,92.76036,166.423
A Calculated Effort,Psycroptic,2008,0.707546716,390.00771,129.96
Alabama Song,Allison Moorer,1998,0.673959844,233.50812,131.035
Angel Maker,Burn In Silence,2006,0.427446571,258.97751,121.573
Attention Fragile,Bernard Lavilliers,1980,0.377531645,255.9473,150.942
A Sailor's Life,Sheila Chandra,1994,0.462379946,261.72036,87.259
Amandla (Live),Los Pericos,2000,0,268.14649,138.789
Ancient Ambient,Ceephax,2009,0.212045405,196.75383,84.88
Aller Au Diable,A Static Lullaby,2008,0.669382765,250.33098,190.08
American Nights,The Runaways,1976,nan,195.68281,96.011
Allein Mit Dir,Michael Holm,2000,nan,249.02485,84.99
Another Bear,Jan A.P. Kaczmarek / Nick Ingman,2004,0.505025446,193.74975,58.132
Aqui Na Terra,Clã,2004,0.352232225,290.08934,122.207
Amor Mexicano,Sonora Carruseles,2003,0.265861049,254.4322,99.874
As Seen On TV,Normal Like You,2006,nan,314.20036,69.188
Au Privave,Jean-Luc Ponty,2000,0.265861049,225.35791,118.286
Amelia,Carlos Ponce,1998,0.256126673,330.23955,102.911
Absent Minded Lover,Kim Weston,1994,nan,144.22159,129.188
A Place Called Love,Fleming & John,1995,0.39690522,60.94322,166.685
A Thousand Cigarettes,Diesel Boy,1999,0.266955186,171.65016,107.233
Ahr-Skidar,Thin White Rope,1988,nan,97.72363,92.783
All About My Girl,Jimmy McGriff,1969,nan,235.25832,169.631
Avocado,Selfish Cunt,2008,0.386477291,219.48036,165.026
Angel,Yonder Mountain String Band,2006,0.658202537,288.33914,167.385
A Message,Prince Far I And The Arabs,1978,nan,215.74485,132.878
A Casa,Rodrigo Leão,2000,nan,319.26812,151.788
Ainda Gosto Dela,Skank,2008,nan,235.72853,126.004
A tu lado,Fangoria,1999,nan,206.00118,120
Aserejé,Diego Carrasco,2006,0,243.87873,235.976
A Bear At Hotel Cuba,Secret Mommy,2007,0.39688923,230.00771,119.928
Apostrophe,Discount,2000,0.464173992,114.6771,166.512
A Feelin' Like That,Gary Allan,2006,0.75077093,210.59873,113.464
Afraid,Ty Tabor,2006,0.299877488,218.72281,91.419
Ain't Afraid Of Midnight,John Campbell,1993,0.48456253,316.23791,164.693
Alright,Silence 4,2000,nan,244.32281,111.767
A Binary Story (The Murder Wagon),Granfaloon Bus,2001,0,153.96526,126.934
Alhamdullilah(Intro),Native Deen,2005,0.310052273,195.76118,118.075
a) Take Me For A Little While b) RYFI (Illusions Of My Childhood-Part Three) (LP Version),Vanilla Fudge,1967,0.375984302,235.12771,92.924
Age Of Loneliness (Enigmatic Club Mix),Enigma,1994,nan,250.46159,93.004
Acuarela,Seguridad Social,1997,0.619366483,254.32771,144.482
A Night In Fall,ALL:MY:FAULTS,2003,0.474496576,273.76281,85.029
Avril 14th,Aphex Twin,2001,0.690970954,125.51791,79.02
Apricot Wood,Fedayi Pacha,2007,0.426197661,209.6322,113
Appreciate My Honesty,The Vandals,2002,nan,177.47546,182.15
Another Mere Moment,Aeroc,2004,nan,160.67873,184.755
Automatic Mojo (Album Version),Meat Puppets,1987,nan,203.38893,141.356
Aguila De Trueno (Part 2),Luis Alberto Spinetta,1999,nan,83.46077,107.887
Ahoraluego,Lagarto Amarillo,2004,0.400039657,209.55383,106.012
Action,Fireflight,2006,0.729980505,188.00281,157.853
Amour noir N 7,Michèle Bernard,2008,nan,136.98567,64.958
Always By Your Side,Andy Yorke,2008,0.52753518,197.17179,126.058
April 19th,Stuck Mojo,2000,nan,44.43383,95.976
A Shot Of Rhythm And Blues,Cilla Black,1997,nan,106.39628,140.88
Althea,The Gena Rowlands Band,2007,nan,326.5824,65.444
All The World,O'Death,2007,0.594849239,136.12363,157.251
As I Breathe The Dawn,Evereve,1998,0.474054831,387.5522,131.522
Adnod kell,Magna Cum Laude,2006,nan,245.65506,160.027
Animal Machine,Breakbeat Era,1999,0.493945868,183.48363,170
Avui Com Ahir,Obrint Pas,2002,nan,272.79628,88.976
Antique Bull,Broken Social Scene Presents: Brendan Canning,2008,0.553166754,222.85016,199.813
A Version of Myself,The Go! Team,2007,0.561308745,152.00608,125.764
All Possibilities,Badly Drawn Boy,2002,0.598167314,234.39628,141.345
